"partyname_1","origname_1","cmp_id_1","rile_1","lrgen_1","cses_lr_1","cses_expert_1","tev_lr_1","country_1","electionyear_1","partyname_2","origname_2","cmp_id_2","rile_2","lrgen_2","cses_lr_2","cses_expert_2","tev_lr_2","country_2","electionyear_2","switch","rpartyname_1","rpartyname_2","rorigname_1","rorigname_2","rcountry_1","rcountry_2"
"Conservative People’s Party","Konservative Folkeparti",13620,35.9,NA,NA,NA,NA,"Denmark",1979,"Christian Democrats","Partito Popolare Italiano",32520,-6.294,NA,NA,NA,NA,"Italy",1979,0,"Conservative People’s Party","Christian Democrats","Konservative Folkeparti","Partito Popolare Italiano","Denmark","Italy"
"Conservative People’s Party","Konservative Folkeparti",13620,35.9,NA,NA,NA,NA,"Denmark",1979,"Italian Republican Party","Partito Repubblicano Italiano",32410,-2.778,NA,NA,NA,NA,"Italy",1979,1,"Italian Republican Party","Conservative People’s Party","Partito Repubblicano Italiano","Konservative Folkeparti","Italy","Denmark"
"Conservative People’s Party","Konservative Folkeparti",13620,35.9,NA,NA,NA,NA,"Denmark",1979,"Italian Democratic Socialist Party","Partito Socialista Democratico Italiano",32330,2.491,NA,NA,NA,NA,"Italy",1979,0,"Conservative People’s Party","Italian Democratic Socialist Party","Konservative Folkeparti","Partito Socialista Democratico Italiano","Denmark","Italy"
"Conservative People’s Party","Konservative Folkeparti",13620,35.9,NA,NA,NA,NA,"Denmark",1979,"Italian Socialist Party","Partito Socialista Italiano",32320,-11.187,NA,NA,NA,NA,"Italy",1979,0,"Conservative People’s Party","Italian Socialist Party","Konservative Folkeparti","Partito Socialista Italiano","Denmark","Italy"
"Conservative People’s Party","Konservative Folkeparti",13620,35.9,NA,NA,NA,NA,"Denmark",1979,"Proletarian Unity Party for Communism (The Manifesto + Proletarian Unity Party)","Partito di Unità Proletaria per il Comunismo (Il Manifesto + Partito di Unità Proletaria)",32210,-14.318,NA,NA,NA,NA,"Italy",1979,1,"Proletarian Unity Party for Communism (The Manifesto + Proletarian Unity Party)","Conservative People’s Party","Partito di Unità Proletaria per il Comunismo (Il Manifesto + Partito di Unità Proletaria)","Konservative Folkeparti","Italy","Denmark"
"Conservative People’s Party","Konservative Folkeparti",13620,35.9,NA,NA,NA,NA,"Denmark",1979,"Christian Social People’s Party","Chrëschtlech Sozial Vollekspartei/Parti Chrétien Social",23520,-9.76,NA,NA,NA,NA,"Luxembourg",1979,0,"Conservative People’s Party","Christian Social People’s Party","Konservative Folkeparti","Chrëschtlech Sozial Vollekspartei/Parti Chrétien Social","Denmark","Luxembourg"
"Conservative People’s Party","Konservative Folkeparti",13620,35.9,NA,NA,NA,NA,"Denmark",1979,"Democratic Party","Demokratesch Partei/Parti Démocratique",23420,-15.048,NA,NA,NA,NA,"Luxembourg",1979,0,"Conservative People’s Party","Democratic Party","Konservative Folkeparti","Demokratesch Partei/Parti Démocratique","Denmark","Luxembourg"
"Conservative People’s Party","Konservative Folkeparti",13620,35.9,NA,NA,NA,NA,"Denmark",1979,"Communist Party of Luxembourg","Kommunistesch Partei vu Lëtzebuerg/Parti Communiste Luxembourgeois",23220,-74.3,NA,NA,NA,NA,"Luxembourg",1979,1,"Communist Party of Luxembourg","Conservative People’s Party","Kommunistesch Partei vu Lëtzebuerg/Parti Communiste Luxembourgeois","Konservative Folkeparti","Luxembourg","Denmark"
"Conservative People’s Party","Konservative Folkeparti",13620,35.9,NA,NA,NA,NA,"Denmark",1979,"Socialist Workers’ Party of Luxembourg","Lëtzebuerger Sozialistesch Arbechterpartei/Parti Ouvrier Socialiste Luxembourgeois",23320,-27.586,NA,NA,NA,NA,"Luxembourg",1979,0,"Conservative People’s Party","Socialist Workers’ Party of Luxembourg","Konservative Folkeparti","Lëtzebuerger Sozialistesch Arbechterpartei/Parti Ouvrier Socialiste Luxembourgeois","Denmark","Luxembourg"
"Conservative People’s Party","Konservative Folkeparti",13620,35.9,NA,NA,NA,NA,"Denmark",1979,"Christian Democratic Appeal","Christen-Democratisch Appèl",22521,-11.6,NA,NA,NA,NA,"Netherlands",1977,0,"Conservative People’s Party","Christian Democratic Appeal","Konservative Folkeparti","Christen-Democratisch Appèl","Denmark","Netherlands"
"Conservative People’s Party","Konservative Folkeparti",13620,35.9,NA,NA,NA,NA,"Denmark",1979,"Democrats‘66","Democraten‘66",22330,-26.6,NA,NA,NA,NA,"Netherlands",1977,1,"Democrats‘66","Conservative People’s Party","Democraten‘66","Konservative Folkeparti","Netherlands","Denmark"
"Conservative People’s Party","Konservative Folkeparti",13620,35.9,NA,NA,NA,NA,"Denmark",1979,"Democratic Socialists‘70","Democratisch Socialisten‘70",22524,-13.6,NA,NA,NA,NA,"Netherlands",1977,0,"Conservative People’s Party","Democratic Socialists‘70","Konservative Folkeparti","Democratisch Socialisten‘70","Denmark","Netherlands"
"Conservative People’s Party","Konservative Folkeparti",13620,35.9,NA,NA,NA,NA,"Denmark",1979,"Labour Party","Partij van de Arbeid",22320,-45.6,NA,NA,NA,NA,"Netherlands",1977,0,"Conservative People’s Party","Labour Party","Konservative Folkeparti","Partij van de Arbeid","Denmark","Netherlands"
"Conservative People’s Party","Konservative Folkeparti",13620,35.9,NA,NA,NA,NA,"Denmark",1979,"Radical Political Party","Politieke Partij Radicalen",22310,-42.4,NA,NA,NA,NA,"Netherlands",1977,0,"Conservative People’s Party","Radical Political Party","Konservative Folkeparti","Politieke Partij Radicalen","Denmark","Netherlands"
"Conservative People’s Party","Konservative Folkeparti",13620,35.9,NA,NA,NA,NA,"Denmark",1979,"People’s Party for Freedom and Democracy","Volkspartij voor Vrijheid en Democratie",22420,13.4,NA,NA,NA,NA,"Netherlands",1977,0,"Conservative People’s Party","People’s Party for Freedom and Democracy","Konservative Folkeparti","Volkspartij voor Vrijheid en Democratie","Denmark","Netherlands"
"Conservative People’s Party","Konservative Folkeparti",13620,35.9,NA,NA,NA,NA,"Denmark",1979,"Norwegian Labour Party","Arbeiderpartiet",12320,-31.6,NA,NA,NA,0.389771048744461,"Norway",1977,0,"Conservative People’s Party","Norwegian Labour Party","Konservative Folkeparti","Arbeiderpartiet","Denmark","Norway"
"Conservative People’s Party","Konservative Folkeparti",13620,35.9,NA,NA,NA,NA,"Denmark",1979,"Progress Party","Fremskrittspartiet",12951,21.8,NA,NA,NA,NA,"Norway",1977,0,"Conservative People’s Party","Progress Party","Konservative Folkeparti","Fremskrittspartiet","Denmark","Norway"
"Conservative People’s Party","Konservative Folkeparti",13620,35.9,NA,NA,NA,NA,"Denmark",1979,"Conservative Party","Høyre",12620,-10.2,NA,NA,NA,0.816138540899042,"Norway",1977,0,"Conservative People’s Party","Conservative Party","Konservative Folkeparti","Høyre","Denmark","Norway"
"Conservative People’s Party","Konservative Folkeparti",13620,35.9,NA,NA,NA,NA,"Denmark",1979,"Christian People’s Party","Kristelig Folkeparti",12520,-5.3,NA,NA,NA,0.697338830584708,"Norway",1977,1,"Christian People’s Party","Conservative People’s Party","Kristelig Folkeparti","Konservative Folkeparti","Norway","Denmark"
"Conservative People’s Party","Konservative Folkeparti",13620,35.9,NA,NA,NA,NA,"Denmark",1979,"Centre Party","Senterpartiet",12810,-18.7,NA,NA,NA,0.591410928143712,"Norway",1977,0,"Conservative People’s Party","Centre Party","Konservative Folkeparti","Senterpartiet","Denmark","Norway"
"Conservative People’s Party","Konservative Folkeparti",13620,35.9,NA,NA,NA,NA,"Denmark",1979,"Socialist Left Party","Sosialistisk Venstreparti",12221,-37.1,NA,NA,NA,0.187921348314607,"Norway",1977,0,"Conservative People’s Party","Socialist Left Party","Konservative Folkeparti","Sosialistisk Venstreparti","Denmark","Norway"
"Conservative People’s Party","Konservative Folkeparti",13620,35.9,NA,NA,NA,NA,"Denmark",1979,"Liberal Party","Venstre",12420,-22.1,NA,NA,NA,0.512063069908815,"Norway",1977,1,"Liberal Party","Conservative People’s Party","Venstre","Konservative Folkeparti","Norway","Denmark"
"Conservative People’s Party","Konservative Folkeparti",13620,35.9,NA,NA,NA,NA,"Denmark",1979,"Social Democratic Center Party","Centro Democrático Social-Partido Popular",35520,9.42,NA,NA,NA,NA,"Portugal",1979,1,"Social Democratic Center Party","Conservative People’s Party","Centro Democrático Social-Partido Popular","Konservative Folkeparti","Portugal","Denmark"
"Conservative People’s Party","Konservative Folkeparti",13620,35.9,NA,NA,NA,NA,"Denmark",1979,"Popular Democratic Movement","Movimento Democrático Português",35310,6.557,NA,NA,NA,NA,"Portugal",1979,1,"Popular Democratic Movement","Conservative People’s Party","Movimento Democrático Português","Konservative Folkeparti","Portugal","Denmark"
